Date,Type,Registration,Origin,Destination,Duration,Route
9/5/2023,CRJ7,N505AE,KDCA,KSDF,1.6,KDCA KSDF
9/5/2023,CRJ7,N505AE,KSDF,KDCA,1.7,KDCA KSDF
9/9/2023,CRJ7,N505AE,KDCA,KMSN,2.1,KDCA KMSN
9/9/2023,CRJ7,N505AE,KMSN,KDCA,2.2,KDCA KMSN
9/10/2023,CRJ9,N614NN,KDCA,CYYZ,2.2,KDCA CYYZ
9/11/2023,CRJ7,N527EA,CYYZ,KDCA,1.7,KDCA CYYZ
9/16/2023,CRJ9,N592NN,KCLT,KHSV,1.5,KCLT KHSV
9/17/2023,CRJ9,N579NN,KHSV,KDCA,1.7,KDCA KHSV
9/17/2023,CRJ7,N720PS,KDCA,CYYZ,1.6,KDCA CYYZ
9/17/2023,CRJ7,N720PS,CYYZ,KDCA,1.5,KDCA CYYZ
9/17/2023,CRJ7,N521AE,KDCA,KHSV,2.3,KDCA KHSV
9/21/2023,CRJ7,N530EA,KDCA,CYYZ,1.6,KDCA CYYZ
9/21/2023,CRJ7,N530EA,CYYZ,KDCA,1.4,KDCA CYYZ
9/21/2023,CRJ7,N522AE,KDCA,KTLH,2.2,KDCA KTLH
9/22/2023,CRJ9,N585NN,KTLH,KCLT,1.3,KCLT KTLH
9/22/2023,CRJ9,N562NN,KCLT,CYUL,2.5,KCLT CYUL
9/23/2023,CRJ7,N524AE,KPHL,KTYS,2.2,KPHL KTYS
9/24/2023,CRJ7,N537EA,KTYS,KDCA,1.6,KDCA KTYS
9/24/2023,CRJ7,N544EA,KDCA,KMSY,2.5,KDCA KMSY
9/24/2023,CRJ7,N544EA,KMSY,KDCA,2.7,KDCA KMSY
9/25/2023,CRJ7,N505AE,KDCA,KMSN,2.2,KDCA KMSN
9/25/2023,CRJ7,N505AE,KMSN,KDCA,2,KDCA KMSN
9/28/2023,CRJ7,N505AE,KDCA,KMSY,2.9,KDCA KMSY
9/28/2023,CRJ7,N505AE,KMSY,KDCA,2.3,KDCA KMSY
9/28/2023,CRJ7,N505AE,KDCA,KCAK,1.4,KDCA KCAK
9/29/2023,CRJ9,N596NN,KCLT,KLEX,1.1,KCLT KLEX
9/29/2023,CRJ9,N596NN,KLEX,KCLT,1.7,KCLT KLEX
9/29/2023,CRJ9,N596NN,KCLT,KMHT,2.2,KCLT KMHT
9/30/2023,CRJ7,N544EA,KDCA,KGRR,1.7,KDCA KGRR
10/1/2023,CRJ7,N514AE,KGRR,KDCA,1.7,KDCA KGRR
10/1/2023,CRJ7,N537EA,KDCA,KMGM,2.1,KDCA KMGM
10/1/2023,CRJ7,N537EA,KMGM,KDCA,2.3,KDCA KMGM
10/3/2023,CRJ7,N529EA,KDCA,KCLE,1.3,KDCA KCLE
10/4/2023,CRJ7,N539EA,KCLE,KDCA,1.6,KDCA KCLE
10/4/2023,CRJ7,N539EA,KDCA,KHSV,1.7,KDCA KHSV
10/4/2023,CRJ7,N539EA,KHSV,KDCA,2.1,KDCA KHSV
10/5/2023,CRJ7,N503AE,KDCA,KGSO,1.1,KDCA KGSO
10/5/2023,CRJ7,N503AE,KGSO,KDCA,1.3,KDCA KGSO
10/5/2023,CRJ7,N503AE,KDCA,KCAE,1.3,KDCA KCAE
10/6/2023,CRJ7,N500AE,KCAE,KDCA,1.4,KDCA KCAE
10/6/2023,CRJ9,N584NN,KDCA,KDSM,2.6,KDCA KDSM
10/7/2023,CRJ9,N578NN,KDSM,KDCA,2.3,KDCA KDSM
10/7/2023,CRJ7,N540EG,KDCA,KILM,1.3,KDCA KILM
10/8/2023,CRJ9,N599NN,KILM,KDCA,1.4,KDCA KILM
10/8/2023,CRJ9,N599NN,KDCA,KMSY,2.9,KDCA KMSY
10/8/2023,CRJ9,N599NN,KMSY,KDCA,2.7,KDCA KMSY
10/17/2023,CRJ9,N555NN,KDCA,KBGR,1.8,KDCA KBGR
10/17/2023,CRJ9,N555NN,KBGR,KDCA,1.9,KDCA KBGR
10/17/2023,CRJ9,N555NN,KDCA,KILM,1.5,KDCA KILM
10/18/2023,CRJ7,N520DC,KDCA,KRDU,1.3,KDCA KRDU
10/18/2023,CRJ7,N520DC,KRDU,KDCA,1.2,KDCA KRDU
10/18/2023,CRJ9,N577NN,KDCA,KTYS,1.9,KDCA KTYS
10/19/2023,CRJ7,N546FF,KTYS,KDCA,1.5,KDCA KTYS
10/19/2023,CRJ7,N530EA,KDCA,KPVD,1.3,KDCA KPVD
10/20/2023,CRJ7,N720PS,KPVD,KDCA,1.8,KDCA KPVD
10/20/2023,CRJ7,N720PS,KDCA,KMSN,2.3,KDCA KMSN
10/20/2023,CRJ7,N720PS,KMSN,KDCA,2,KDCA KMSN
10/21/2023,CRJ7,N508AE,KDCA,KATL,1.8,KDCA KATL
10/21/2023,CRJ7,N508AE,KATL,KDCA,1.8,KDCA KATL
10/27/2023,CRJ9,N563NN,KCLT,KBNA,1.5,KCLT KBNA
10/27/2023,CRJ9,N563NN,KBNA,KCLT,1.3,KCLT KBNA
10/28/2023,CRJ9,N572NN,KCLT,KBTV,2.4,KCLT KBTV
10/28/2023,CRJ9,N572NN,KBTV,KCLT,2,KCLT KBTV
10/28/2023,CRJ9,N548NN,KCLT,KSDF,1.5,KCLT KSDF
10/28/2023,CRJ9,N548NN,KSDF,KCLT,1.5,KCLT KSDF
10/29/2023,CRJ9,N616NN,KDCA,KBGR,1.9,KDCA KBGR
10/29/2023,CRJ9,N616NN,KBGR,KDCA,2.9,KDCA KBGR
10/29/2023,CRJ9,N616NN,KDCA,KILM,1.9,KDCA KILM
10/30/2023,CRJ9,N555NN,KILM,KDCA,1.2,KDCA KILM
10/30/2023,CRJ9,N555NN,KDCA,KMSY,2.9,KDCA KMSY
10/30/2023,CRJ9,N555NN,KMSY,KDCA,2.3,KDCA KMSY
10/30/2023,CRJ9,N554NN,KDCA,KORF,1.8,KDCA KORF
10/31/2023,CRJ7,N546FF,KDCA,KCHS,1.8,KDCA KCHS
10/31/2023,CRJ7,N546FF,KCHS,KDCA,1.3,KDCA KCHS
11/1/2023,CRJ7,N538EG,KDCA,KCAE,1.6,KDCA KCAE
11/1/2023,CRJ7,N538EG,KCAE,KDCA,1.5,KDCA KCAE
11/3/2023,CRJ7,N525AE,KDCA,KHPN,1.8,KDCA KHPN
11/3/2023,CRJ7,N525AE,KHPN,KDCA,1.3,KDCA KHPN
11/3/2023,CRJ7,N501BG,KDCA,KCAE,1.5,KDCA KCAE
11/16/2023,CRJ7,N530EA,KDCA,KBNA,1.8,KDCA KBNA
11/16/2023,CRJ7,N530EA,KBNA,KDCA,1.5,KDCA KBNA
11/16/2023,CRJ7,N530EA,KDCA,KCVG,1.5,KDCA KCVG
11/17/2023,CRJ7,N546FF,KCVG,KDCA,1.9,KDCA KCVG
11/17/2023,CRJ9,N616NN,KDCA,KDSM,2.6,KDCA KDSM
11/18/2023,CRJ9,N574NN,KDSM,KDCA,2.4,KDCA KDSM
11/18/2023,CRJ9,N596NN,KDCA,KDSM,2.6,KDCA KDSM
11/19/2023,CRJ9,N596NN,KDSM,KDCA,2.2,KDCA KDSM
11/19/2023,CRJ7,N500AE,KDCA,KHSV,1.9,KDCA KHSV
11/19/2023,CRJ7,N500AE,KHSV,KDCA,1.8,KDCA KHSV
11/22/2023,CRJ9,N583NN,KDCA,KROC,1.2,KDCA KROC
11/23/2023,CRJ9,N583NN,KROC,KDCA,1.3,KDCA KROC
11/24/2023,CRJ7,N537EA,KDCA,KSDF,1.6,KDCA KSDF
11/24/2023,CRJ7,N537EA,KSDF,KDCA,1.6,KDCA KSDF
11/24/2023,CRJ7,N537EA,KDCA,KCAK,1.3,KDCA KCAK
11/25/2023,CRJ7,N507AE,KCAK,KCLT,1.9,KCLT KCAK
11/25/2023,CRJ7,N507AE,KCLT,KLEX,1.2,KCLT KLEX
11/25/2023,CRJ7,N507AE,KLEX,KCLT,1.3,KCLT KLEX
11/25/2023,CRJ7,N537EA,KCLT,KTYS,1.1,KCLT KTYS
11/26/2023,CRJ7,N526EA,KDCA,KCAE,1.7,KDCA KCAE
11/26/2023,CRJ7,N526EA,KCAE,KDCA,1.4,KDCA KCAE
11/26/2023,CRJ7,N526EA,KDCA,KRDU,1.8,KDCA KRDU
11/26/2023,CRJ7,N526EA,KRDU,KDCA,1.2,KDCA KRDU
12/21/2023,CRJ7,N539EA,KDCA,KGSP,1.5,KDCA KGSP
12/21/2023,CRJ7,N539EA,KGSP,KDCA,1.4,KDCA KGSP
12/22/2023,CRJ7,N501BG,KDCA,KSYR,1.4,KDCA KSYR
12/22/2023,CRJ7,N501BG,KSYR,KDCA,1.3,KDCA KSYR
12/22/2023,CRJ7,N540EG,KDCA,KGSO,1.1,KDCA KGSO
12/23/2023,CRJ7,N510AE,KGSO,KDCA,1.2,KDCA KGSO
12/23/2023,CRJ9,N601EN,KDCA,KPNS,2.3,KDCA KPNS
12/24/2023,CRJ9,N600NN,KCLT,KHSV,1.5,KCLT KHSV
12/25/2023,CRJ7,N512AE,KHSV,KDCA,1.7,KDCA KHSV
12/25/2023,CRJ7,N533AE,KDCA,KMSN,2,KDCA KMSN
12/25/2023,CRJ7,N533AE,KMSN,KDCA,1.9,KDCA KMSN
12/26/2023,CRJ7,N539EA,KHPN,KDCA,1.4,KDCA KHPN
12/28/2023,CRJ7,N546FF,KDCA,KBNA,1.8,KDCA KBNA
12/28/2023,CRJ7,N546FF,KBNA,KDCA,1.6,KDCA KBNA
12/28/2023,CRJ9,N587NN,KDCA,KBDL,1.4,KDCA KBDL
12/29/2023,CRJ9,N606NN,KBDL,KDCA,1.3,KDCA KBDL
12/29/2023,CRJ9,N606NN,KDCA,KBHM,2,KDCA KBHM
12/30/2023,CRJ7,N535EA,KBHM,KDCA,1.7,KDCA KBHM
12/30/2023,CRJ7,N535EA,KDCA,KDSM,2.8,KDCA KDSM
12/31/2023,CRJ7,N705PS,KDSM,KDCA,2.6,KDCA KDSM
12/31/2023,CRJ7,N705PS,KDCA,KBGR,1.7,KDCA KBGR
12/31/2023,CRJ7,N705PS,KBGR,KDCA,2.1,KDCA KBGR
1/2/2024,CRJ9,N552NN,KDCA,KBDL,1.3,KDCA KBDL
1/3/2024,CRJ7,N539EA,KBDL,KDCA,1.2,KDCA KBDL
1/3/2024,CRJ7,N539EA,KDCA,KIND,2.1,KDCA KIND
1/3/2024,CRJ7,N539EA,KIND,KDCA,1.9,KDCA KIND
1/3/2024,CRJ7,N539EA,KDCA,KCVG,1.7,KDCA KCVG
1/7/2024,CRJ7,N702PS,KDCA,KCHS,1.9,KDCA KCHS
1/7/2024,CRJ7,N702PS,KCHS,KDCA,1.7,KDCA KCHS
1/7/2024,CRJ7,N533AE,KDCA,KCVG,2.2,KDCA KCVG
1/8/2024,CRJ7,N528EG,KCVG,KDCA,1.4,KDCA KCVG
1/8/2024,CRJ7,N529EA,KDCA,KTYS,1.8,KDCA KTYS
1/11/2024,CRJ7,N530EA,KDCA,KBTV,1.5,KDCA KBTV
1/11/2024,CRJ7,N530EA,KBTV,KDCA,1.9,KDCA KBTV
1/14/2024,CRJ7,N503AE,KDCA,KBNA,2.5,KDCA KBNA
1/14/2024,CRJ7,N503AE,KBNA,KDCA,1.7,KDCA KBNA
1/14/2024,CRJ7,N526EA,KDCA,KSAV,2.2,KDCA KSAV
1/15/2024,CRJ9,N550NN,KSAV,KCLT,1.2,KCLT KSAV
1/15/2024,CRJ9,N550NN,KCLT,KABE,1.6,KCLT KABE
1/16/2024,CRJ9,N562NN,KABE,KCLT,2.1,KCLT KABE
1/16/2024,CRJ9,N594NN,KCLT,KDCA,1.9,KDCA KCLT
1/17/2024,CRJ7,N520DC,KDCA,KMHT,2.4,KDCA KMHT
1/19/2024,CRJ7,N520DC,KDCA,KCAK,2.2,KDCA KCAK
1/20/2024,CRJ9,N607NN,KCAK,KCLT,1.6,KCLT KCAK
1/20/2024,CRJ9,N597NN,KCLT,KILM,1,KCLT KILM
1/20/2024,CRJ9,N597NN,KILM,KCLT,1.6,KCLT KILM
1/22/2024,CRJ7,N532EA,KDCA,KATL,1.9,KDCA KATL
1/22/2024,CRJ7,N532EA,KATL,KDCA,1.7,KDCA KATL
1/24/2024,CRJ7,N526EA,KDCA,KPWM,1.8,KDCA KPWM
1/24/2024,CRJ7,N526EA,KPWM,KDCA,2.7,KDCA KPWM
1/24/2024,CRJ7,N526EA,KDCA,KHSV,2.1,KDCA KHSV
1/25/2024,CRJ9,N596NN,KHSV,KDCA,2,KDCA KHSV
1/27/2024,CRJ7,N530EA,KBTV,KDCA,1.8,KDCA KBTV
1/27/2024,CRJ7,N530EA,KDCA,KPVD,1.4,KDCA KPVD
1/27/2024,CRJ7,N530EA,KPVD,KDCA,1.3,KDCA KPVD
1/31/2024,CRJ9,N618NN,KDCA,KPWM,1.8,KDCA KPWM
2/1/2024,CRJ7,N525AE,KPWM,KDCA,1.8,KDCA KPWM
2/4/2024,CRJ7,N519AE,KDCA,KSDF,1.5,KDCA KSDF
2/4/2024,CRJ7,N519AE,KSDF,KDCA,1.6,KDCA KSDF
2/4/2024,CRJ7,N501BG,KDCA,KCVG,1.4,KDCA KCVG
2/5/2024,CRJ7,N530EA,KCVG,KDCA,1.4,KDCA KCVG
2/5/2024,CRJ7,N538EG,KDCA,KTYS,1.5,KDCA KTYS
2/6/2024,CRJ9,N595NN,KCLT,KMLB,1.5,KCLT KMLB
2/7/2024,CRJ7,N522AE,KMLB,KCLT,1.7,KCLT KMLB
2/7/2024,CRJ9,N585NN,KCLT,CYYZ,2.2,KCLT CYYZ
2/7/2024,CRJ9,N585NN,CYYZ,KCLT,2,KCLT CYYZ
2/10/2024,CRJ9,N578NN,KDCA,KDAY,1.7,KDCA KDAY
2/10/2024,CRJ9,N603NN,KDAY,KDCA,1.3,KDCA KDAY
2/10/2024,CRJ9,N585NN,KDCA,KPHL,0.9,KDCA KPHL
2/10/2024,CRJ9,N585NN,KPHL,KBNA,2.4,KPHL KBNA
2/11/2024,CRJ9,N606NN,KBNA,KPHL,2,KBNA KPHL
2/11/2024,CRJ9,N606NN,KPHL,KATL,2.3,KPHL KATL
2/11/2024,CRJ9,N606NN,KATL,KPHL,1.8,KATL KPHL
2/11/2024,CRJ9,N606NN,KPHL,KBDL,1,KPHL KBDL
2/12/2024,CRJ9,N547NN,KBDL,KDCA,1.9,KDCA KBDL
2/12/2024,CRJ9,N547NN,KDCA,KDSM,2.8,KDCA KDSM
2/13/2024,CRJ9,N601EN,KDSM,KDCA,2.2,KDCA KDSM
2/13/2024,CRJ9,N549NN,KDCA,KBNA,1.9,KDCA KBNA
2/13/2024,CRJ9,N549NN,KBNA,KDCA,2.5,KDCA KBNA
2/18/2024,CRJ9,N561NN,KDCA,KMSY,3.1,KDCA KMSY
2/18/2024,CRJ9,N561NN,KMSY,KDCA,3.1,KDCA KMSY
2/18/2024,CRJ9,N561NN,KDCA,KBGR,1.7,KDCA KBGR
2/19/2024,CRJ7,N537EA,KBGR,KDCA,3.4,KDCA KBGR
2/19/2024,CRJ7,N514AE,KDCA,KTLH,2.2,KDCA KTLH
2/20/2024,CRJ9,N616NN,KCLT,KTYS,1.1,KCLT KTYS
2/21/2024,CRJ7,N537EA,KTYS,KDCA,1.8,KDCA KTYS
2/23/2024,CRJ7,N528EG,KDCA,KMKE,2.1,KDCA KMKE
2/23/2024,CRJ7,N528EG,KMKE,KDCA,2,KDCA KMKE
2/23/2024,CRJ7,N514AE,KDCA,KHPN,1.2,KDCA KHPN
2/24/2024,CRJ7,N508AE,KHPN,KDCA,1.2,KDCA KHPN
2/24/2024,CRJ7,N508AE,KDCA,KSAV,1.6,KDCA KSAV
2/25/2024,CRJ9,N576NN,KSAV,KDCA,1.7,KDCA KSAV
2/25/2024,CRJ9,N601EN,KDCA,KSDF,1.7,KDCA KSDF
2/25/2024,CRJ9,N601EN,KSDF,KDCA,1.6,KDCA KSDF
2/25/2024,CRJ9,N555NN,KDCA,KORF,1,KDCA KORF
2/26/2024,CRJ9,N549NN,KORF,KDCA,1.2,KDCA KORF
3/9/2024,CRJ7,N509AE,KCLT,KHPN,2,KCLT KHPN
3/9/2024,CRJ7,N509AE,KHPN,KCLT,2.2,KCLT KHPN
3/9/2024,CRJ7,N509AE,KCLT,KMLI,2.4,KCLT KMLI
3/10/2024,CRJ9,N576NN,KMLI,KCLT,2,KCLT KMLI
3/10/2024,CRJ9,N576NN,KCLT,KCHS,1.1,KCLT KCHS
3/10/2024,CRJ9,N576NN,KCHS,KCLT,1.1,KCLT KCHS
3/11/2024,CRJ7,N509AE,KDTW,KDCA,1.7,KDCA KDTW
3/11/2024,CRJ7,N509AE,KDCA,KILM,1.6,KDCA KILM
3/11/2024,CRJ7,N509AE,KILM,KDCA,1.4,KDCA KILM
3/11/2024,CRJ7,N507AE,KDCA,KBTV,1.7,KDCA KBTV
3/12/2024,CRJ9,N604NN,KBTV,KCLT,2.3,KCLT KBTV
3/12/2024,CRJ9,N604NN,KCLT,KAGS,1.2,KCLT KAGS
3/12/2024,CRJ9,N604NN,KAGS,KCLT,1.1,KCLT KAGS
3/16/2024,CRJ7,N534AE,KDCA,KSYR,1.1,KDCA KSYR
3/16/2024,CRJ7,N534AE,KSYR,KDCA,1.2,KDCA KSYR
3/16/2024,CRJ7,N523AE,KDCA,KCAK,1.3,KDCA KCAK
3/18/2024,CRJ7,N528EG,KDCA,KCAE,1.9,KDCA KCAE
3/18/2024,CRJ7,N528EG,KCAE,KDCA,1.2,KDCA KCAE
3/18/2024,CRJ7,N510AE,KDCA,KGSO,1.4,KDCA KGSO
3/19/2024,CRJ7,N516AE,KGSO,KDCA,1.1,KDCA KGSO
3/19/2024,CRJ7,N516AE,KDCA,KPVD,1.3,KDCA KPVD
3/19/2024,CRJ7,N516AE,KPVD,KDCA,1.4,KDCA KPVD
3/20/2024,CRJ9,N606NN,KDCA,KBNA,2,KDCA KBNA
3/20/2024,CRJ9,N606NN,KBNA,KDCA,1.7,KDCA KBNA
3/22/2024,CRJ7,N521AE,KDCA,KATL,2,KDCA KATL
3/22/2024,CRJ7,N521AE,KATL,KDCA,1.9,KDCA KATL
3/22/2024,CRJ7,N521AE,KDCA,KGSP,1.8,KDCA KGSP
3/23/2024,CRJ9,N576NN,KGSP,KCLT,1.1,KCLT KGSP
3/23/2024,CRJ9,N587NN,KCLT,KROC,1.9,KCLT KROC
3/23/2024,CRJ9,N587NN,KROC,KCLT,2,KCLT KROC
3/23/2024,CRJ9,N587NN,KCLT,KPNS,1.9,KCLT KPNS
3/24/2024,CRJ9,N584NN,KPNS,KCLT,1.7,KCLT KPNS
3/24/2024,CRJ7,N558NN,KCLT,KORF,1.3,KCLT KORF
3/25/2024,CRJ7,N538EG,KORF,KDCA,1,KDCA KORF
3/25/2024,CRJ9,N602NN,KDCA,KBNA,2.1,KDCA KBNA
3/25/2024,CRJ9,N602NN,KBNA,KDCA,1.8,KDCA KBNA
3/28/2024,CRJ7,N544EA,KDCA,KBNA,2,KDCA KBNA
3/28/2024,CRJ7,N544EA,KBNA,KDCA,1.7,KDCA KBNA
3/28/2024,CRJ7,N512AE,KDCA,KTYS,1.6,KDCA KTYS
3/29/2024,CRJ9,N613NN,KTYS,KCLT,1,KCLT KTYS
3/29/2024,CRJ9,N613NN,KCLT,KABE,1.7,KCLT KABE
3/29/2024,CRJ9,N613NN,KABE,KCLT,1.6,KCLT KABE
3/29/2024,CRJ9,N613NN,KCLT,KAVL,0.8,KCLT KAVL
3/30/2024,CRJ7,N500AE,KAVL,KDCA,1.4,KDCA KAVL
3/30/2024,CRJ7,N524AE,KDCA,KSAV,1.7,KDCA KSAV
3/31/2024,CRJ7,N518AE,KSAV,KDCA,1.7,KDCA KSAV
3/31/2024,CRJ7,N514AE,KDCA,KCAE,1.6,KDCA KCAE
3/31/2024,CRJ7,N514AE,KCAE,KDCA,1.9,KDCA KCAE
4/4/2024,CRJ9,N579NN,KCLT,KSGF,2.5,KCLT KSGF
4/4/2024,CRJ9,N579NN,KSGF,KCLT,2.1,KCLT KSGF
4/4/2024,CRJ9,N579NN,KCLT,KABE,1.7,KCLT KABE
4/5/2024,CRJ9,N579NN,KABE,KCLT,1.9,KCLT KABE
4/5/2024,CRJ9,N635NN,KCLT,KBHM,1.6,KCLT KBHM
4/6/2024,CRJ7,N518AE,KBHM,KCLT,1.6,KCLT KBHM
4/10/2024,CRJ7,N530EA,KDCA,KBDL,1.3,KDCA KBDL
4/11/2024,CRJ7,N702PS,KBDL,KDCA,1.6,KDCA KBDL
4/11/2024,CRJ7,N702PS,KDCA,KMYR,1.7,KDCA KMYR
4/11/2024,CRJ7,N702PS,KMYR,KDCA,2.9,KDCA KMYR
4/11/2024,CRJ7,N702PS,KDCA,KMHT,1.9,KDCA KMHT
4/12/2024,CRJ7,N510AE,KMHT,KDCA,1.7,KDCA KMHT
4/12/2024,CRJ7,N510AE,KDCA,KCVG,1.8,KDCA KCVG
4/12/2024,CRJ7,N510AE,KCVG,KDCA,1.5,KDCA KCVG
4/15/2024,CRJ7,N528EG,KDCA,KPVD,1.4,KDCA KPVD
4/15/2024,CRJ7,N528EG,KPVD,KDCA,1.6,KDCA KPVD
4/15/2024,CRJ7,N512AE,KDCA,KHPN,1.7,KDCA KHPN
4/15/2024,CRJ7,N512AE,KHPN,KDCA,2,KDCA KHPN
4/15/2024,CRJ7,N500AE,KDCA,KCAK,1.6,KDCA KCAK
4/16/2024,CRJ7,N538EG,KCAK,KDCA,1.7,KDCA KCAK
4/16/2024,CRJ7,N538EG,KDCA,KHSV,1.4,KDCA KHSV
4/17/2024,CRJ7,N545PB,KHSV,KDCA,1.7,KDCA KHSV
4/17/2024,CRJ7,N545PB,KDCA,KPIT,1.2,KDCA KPIT
4/17/2024,CRJ7,N500AE,KPIT,KDCA,1.7,KDCA KPIT
4/17/2024,CRJ7,N514AE,KDCA,KBGR,1.8,KDCA KBGR
4/21/2024,CRJ7,N514AE,KDCA,KPVD,1.6,KDCA KPVD
4/21/2024,CRJ7,N514AE,KPVD,KDCA,1.6,KDCA KPVD
4/21/2024,CRJ7,N507AE,KDCA,KCVG,1.8,KDCA KCVG
4/22/2024,CRJ9,N631NN,KCVG,KPHL,1.8,KCVG KPHL
4/22/2024,CRJ9,N563NN,KPHL,KSAV,1.8,KPHL KSAV
6/8/2024,CRJ7,N500AE,KDCA,KPVD,1.4,KDCA KPVD
6/8/2024,CRJ7,N500AE,KPVD,KDCA,1.5,KDCA KPVD
6/8/2024,CRJ7,N500AE,KDCA,KBUF,1.2,KDCA KBUF
6/9/2024,CRJ7,N516AE,KBUF,KDCA,1.8,KDCA KBUF
6/9/2024,CRJ7,N516AE,KDCA,KMSN,2.5,KDCA KMSN
6/10/2024,CRJ7,N500AE,KMSN,KDCA,2.1,KDCA KMSN
6/10/2024,CRJ7,N500AE,KDCA,KPVD,1.6,KDCA KPVD
6/10/2024,CRJ7,N500AE,KPVD,KDCA,1.6,KDCA KPVD
6/10/2024,CRJ7,N500AE,KDCA,KALB,1.4,KDCA KALB
6/11/2024,CRJ7,N520DC,KALB,KDCA,1.4,KDCA KALB
6/11/2024,CRJ7,N520DC,KDCA,KLAN,2.8,KDCA KLAN
6/11/2024,CRJ7,N520DC,KLAN,KDCA,1.6,KDCA KLAN
6/12/2024,CRJ9,N609NN,KJAN,KCLT,2.2,KCLT KJAN
6/15/2024,CRJ7,N507AE,KDCA,KTYS,2.3,KDCA KTYS
6/16/2024,CRJ9,N586NN,KTYS,KCLT,1.3,KCLT KTYS
6/16/2024,CRJ9,N566NN,KCLT,KMLB,1.5,KCLT KMLB
6/16/2024,CRJ9,N566NN,KMLB,KCLT,1.7,KCLT KMLB
6/16/2024,CRJ9,N566NN,KCLT,KDAY,1.7,KCLT KDAY
6/23/2024,CRJ7,N543EA,KALB,KDCA,1.9,KDCA KALB
6/23/2024,CRJ7,N503AE,KDCA,KCID,3.1,KDCA KCID
6/24/2024,CRJ7,N543EA,KCID,KDCA,2.5,KDCA KCID
6/24/2024,CRJ9,N595NN,KCLT,KSBN,1.8,KCLT KSBN
6/25/2024,CRJ9,N557NN,KSBN,KCLT,1.6,KCLT KSBN
6/25/2024,CRJ9,N557NN,KCLT,KABE,1.7,KCLT KABE
6/26/2024,CRJ7,N541EA,KABE,KCLT,1.7,KCLT KABE
6/26/2024,CRJ9,N593NN,KCLT,KMGM,1.9,KCLT KMGM
